Connected
1.0153169631958008,4.553295783996582,5.0780229568481445,3.5,3.3254218101501465
1.1205358505249023,4.506973037719726,5.0780229568481445,3.5,3.3254218101501465
1.2256309986114502,4.4607359981536865,5.0780229568481445,3.5,3.3254218101501465
1.3308448791503906,4.414480180740356,5.0780229568481445,3.5,3.3254218101501465
1.4355309009552002,4.368382663726806,5.0209550857543945,3.5,3.3177051544189453
1.540409803390503,4.322308540344238,5.0209550857543945,3.5,3.3177051544189453
1.6497979164123535,4.274154481887817,5.0209550857543945,3.5,3.3177051544189453
1.7538838386535645,4.2283482837677,4.924560546875,3.5,3.3522768020629883
1.8617610931396484,4.180855121612549,4.924560546875,3.5,3.3522768020629883
1.9689106941223145,4.133719263076782,4.924560546875,3.5,3.3522768020629883
2.0763068199157715,4.086441259384156,4.924560546875,3.5,3.3522768020629883
2.1816539764404297,4.040170335769654,4.924560546875,3.5,3.3522768020629883
2.289289951324463,3.992792568206787,4.924560546875,3.5,3.3522768020629883
2.3926117420196533,3.947277164459228,4.924560546875,3.5,3.3522768020629883
2.4979209899902344,3.9009680557250976,4.924560546875,3.5,3.3522768020629883
2.6021158695220947,3.855084857940674,4.375897407531738,3.5,3.5619726181030273
2.7105038166046143,3.807410840988159,4.2917680740356445,3.5,3.596914768218994
2.8117949962615967,3.7628402042388913,4.24705171585083,3.5,3.623445987701416
2.9202377796173096,3.715132827758789,4.209733963012695,3.5,3.648899793624878
3.0286619663238525,3.667426605224609,4.175138473510742,3.5,3.660045623779297
3.1351706981658936,3.620549440383911,4.141157150268555,3.5,3.659309148788452
3.239628791809082,3.574599418640137,4.105811595916748,3.5,3.6463537216186523
3.3449268341064453,3.528248977661133,4.105811595916748,3.5,3.6463537216186523
3.451601982116699,3.481311807632446,4.010176181793213,3.5,3.6149728298187256
3.556926965713501,3.435031757354736,3.954141616821289,3.5,3.5969507694244385
3.6694629192352295,3.3855027198791503,3.9067070484161377,3.5,3.5800604820251465
3.7768988609313965,3.338216848373413,3.859851598739624,3.5,3.5645899772644043
3.878321886062622,3.2935831642150877,3.7979648113250732,3.5,3.542557716369629
